timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T17:05:00.000Z";"2023-08-31T08:15:00.000Z";0.5975745565;0.6691364334;0.5944950759;0.6291899815;5714324.69;83838493.65;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T06:11:00.000Z";"2023-08-30T22:01:00.000Z";0.6178770602;0.6214908946;0.5950702132;0.5979361897;2148606.75;79673979.12;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T08:22:00.000Z";"2023-08-29T03:02:00.000Z";0.602307499;0.6678798916;0.5993451329;0.6177942826;5783983.78;82320036.18;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T16:10:00.000Z";"2023-08-28T10:27:00.000Z";0.5917600728;0.6059561202;0.5808842909;0.6022622322;1854194.47;80250416.92;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T00:55:00.000Z";"2023-08-27T22:00:00.000Z";0.6126059742;0.6261368291;0.5889329229;0.5917090748;2604730.82;78844226.66;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T01:20:00.000Z";"2023-08-26T12:38:00.000Z";0.696475677;0.6988417229;0.5965343349;0.6125514069;10191011.12;81621431.92;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T18:03:00.000Z";"2023-08-25T01:30:00.000Z";0.5737737087;0.8432425365;0.5685216504;0.6947257664;25218288.55;92571025.39;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T08:16:00.000Z";"2023-08-24T18:53:00.000Z";0.5768325804;0.5818050133;0.5682328292;0.5738071654;1136935.79;76458827.71;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T19:51:00.000Z";"2023-08-23T13:37:00.000Z";0.5696913971;0.5827142109;0.5628887994;0.5771990691;1131278.68;76910793.1;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T00:04:00.000Z";"2023-08-22T17:52:00.000Z";0.5767133888;0.5774525669;0.5568359207;0.569637862;1299353.91;75903275.14;"2023-08-22T23:59:59.999Z"
"2023-08-21T00:00:00.000Z";"2023-08-21T23:59:59.999Z";"2023-08-21T01:03:00.000Z";"2023-08-21T13:39:00.000Z";0.5893925984;0.5932511869;0.5692052891;0.5768656772;1377407.56;76866369.2;"2023-08-21T23:59:59.999Z"
"2023-08-20T00:00:00.000Z";"2023-08-20T23:59:59.999Z";"2023-08-20T22:38:00.000Z";"2023-08-20T13:19:00.000Z";0.5820754587;0.5938943895;0.5805729378;0.5913379915;1012907.14;78794780.44;"2023-08-20T23:59:59.999Z"
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T16:45:00.000Z";"2023-08-19T02:22:00.000Z";0.5863429482;0.5917831072;0.581232294;0.5820655825;914078.42;77559247.73;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T20:30:00.000Z";"2023-08-18T03:40:00.000Z";0.5783376164;0.5896838377;0.5739868869;0.5863654741;1296622.98;78132200.96;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T07:19:00.000Z";"2023-08-17T22:17:00.000Z";0.6057440786;0.6281679948;0.561201042;0.5787754764;1393797.42;77120846.7;"2023-08-17T23:59:59.999Z"
